frame,time_s,x,y
254,8.466666666666667,498.0,811.0
255,8.5,427.0,763.0
256,8.533333333333333,390.0,726.0
257,8.566666666666666,386.0,722.0
258,8.6,399.0,737.0
259,8.633333333333333,404.0,741.0
260,8.666666666666666,399.0,738.0
261,8.7,393.0,730.0
262,8.733333333333333,395.0,731.0
263,8.766666666666667,411.0,751.0
264,8.8,462.0,791.0
265,8.833333333333334,562.0,835.0
266,8.866666666666667,658.0,845.0
267,8.9,726.0,835.0
268,8.933333333333334,780.0,817.0
269,8.966666666666667,820.0,796.0
270,9.0,852.0,774.0
271,9.033333333333333,881.0,751.0
272,9.066666666666666,908.0,718.0
273,9.1,935.0,680.0
274,9.133333333333333,942.0,667.0
275,9.166666666666666,931.0,687.0
276,9.2,899.0,732.0
277,9.233333333333333,838.0,786.0
278,9.266666666666667,757.0,826.0
279,9.3,666.0,844.0
280,9.333333333333334,573.0,837.0
281,9.366666666666667,482.0,803.0
282,9.4,404.0,743.0
283,9.433333333333334,359.0,685.0
284,9.466666666666667,339.0,645.0
285,9.5,330.0,626.0
286,9.533333333333333,333.0,627.0
287,9.566666666666666,341.0,650.0
288,9.6,362.0,689.0
289,9.633333333333333,400.0,738.0
290,9.666666666666666,454.0,784.0
291,9.7,523.0,822.0
292,9.733333333333333,602.0,842.0
293,9.766666666666667,691.0,843.0
294,9.8,788.0,812.0
295,9.833333333333334,869.0,761.0
296,9.866666666666667,913.0,713.0
297,9.9,936.0,681.0
298,9.933333333333334,943.0,666.0
299,9.966666666666667,941.0,670.0
300,10.0,929.0,691.0
301,10.033333333333333,904.0,724.0
302,10.066666666666666,862.0,767.0
303,10.1,802.0,807.0
304,10.133333333333333,724.0,836.0
305,10.166666666666666,637.0,844.0
306,10.2,555.0,833.0
307,10.233333333333333,492.0,809.0
308,10.266666666666667,463.0,791.0
309,10.3,470.0,795.0
310,10.333333333333334,499.0,813.0
311,10.366666666666667,510.0,816.0
312,10.4,503.0,813.0
313,10.433333333333334,488.0,805.0
314,10.466666666666667,478.0,800.0
315,10.5,487.0,804.0
316,10.533333333333333,522.0,820.0
317,10.566666666666666,598.0,842.0
318,10.6,679.0,843.0
319,10.633333333333333,729.0,835.0
320,10.666666666666666,755.0,827.0
321,10.7,765.0,823.0
322,10.733333333333333,770.0,821.0
323,10.766666666666667,778.0,818.0
324,10.8,796.0,810.0
325,10.833333333333334,830.0,792.0
326,10.866666666666667,855.0,771.0
327,10.9,850.0,775.0
328,10.933333333333334,816.0,798.0
329,10.966666666666667,760.0,825.0
330,11.0,690.0,842.0
331,11.033333333333333,619.0,845.0
332,11.066666666666666,553.0,831.0
333,11.1,501.0,813.0
334,11.133333333333333,463.0,789.0
335,11.166666666666666,435.0,770.0
336,11.2,415.0,752.0
337,11.233333333333333,399.0,737.0
338,11.266666666666667,389.0,727.0
339,11.3,395.0,731.0
340,11.333333333333334,416.0,754.0
341,11.366666666666667,454.0,786.0
342,11.4,515.0,818.0
343,11.433333333333334,595.0,841.0
344,11.466666666666667,684.0,843.0
345,11.5,772.0,820.0
346,11.533333333333333,840.0,784.0
347,11.566666666666666,885.0,745.0
348,11.6,912.0,714.0
349,11.633333333333333,924.0,697.0
350,11.666666666666666,924.0,698.0
351,11.7,911.0,715.0
352,11.733333333333333,887.0,744.0
353,11.766666666666667,851.0,775.0
354,11.8,805.0,805.0
355,11.833333333333334,749.0,829.0
356,11.866666666666667,687.0,843.0
357,11.9,624.0,844.0
358,11.933333333333334,575.0,840.0
359,11.966666666666667,544.0,829.0
360,12.0,535.0,827.0
361,12.033333333333333,530.0,824.0
362,12.066666666666666,510.0,816.0
363,12.1,489.0,806.0
364,12.133333333333333,470.0,796.0
365,12.166666666666666,460.0,788.0
366,12.2,460.0,789.0
367,12.233333333333333,471.0,796.0
368,12.266666666666667,493.0,808.0
369,12.3,529.0,823.0
370,12.333333333333334,576.0,837.0
371,12.366666666666667,,
372,12.4,689.0,842.0
373,12.433333333333334,742.0,831.0
374,12.466666666666667,780.0,817.0
375,12.5,796.0,810.0
376,12.533333333333333,785.0,816.0
377,12.566666666666666,750.0,828.0
378,12.6,727.0,835.0
379,12.633333333333333,718.0,836.0
380,12.666666666666666,719.0,836.0
381,12.7,721.0,836.0
382,12.733333333333333,721.0,836.0
383,12.766666666666667,715.0,839.0
384,12.8,704.0,840.0
385,12.833333333333334,681.0,844.0
386,12.866666666666667,641.0,845.0
387,12.9,580.0,838.0
388,12.933333333333334,528.0,824.0
389,12.966666666666667,507.0,814.0
390,13.0,505.0,814.0
391,13.033333333333333,518.0,820.0
392,13.066666666666666,543.0,828.0
393,13.1,575.0,838.0
394,13.133333333333333,611.0,843.0
395,13.166666666666666,651.0,844.0
396,13.2,689.0,842.0
397,13.233333333333333,723.0,837.0
398,13.266666666666667,744.0,831.0
399,13.3,748.0,830.0
400,13.333333333333334,728.0,834.0
401,13.366666666666667,685.0,843.0
402,13.4,653.0,844.0
403,13.433333333333334,642.0,845.0
404,13.466666666666667,643.0,845.0
405,13.5,649.0,845.0
406,13.533333333333333,658.0,845.0
407,13.566666666666666,667.0,844.0
408,13.6,673.0,843.0
409,13.633333333333333,677.0,844.0
410,13.666666666666666,677.0,844.0
411,13.7,670.0,844.0
412,13.733333333333333,650.0,845.0
413,13.766666666666667,610.0,843.0
414,13.8,566.0,836.0
415,13.833333333333334,546.0,829.0
416,13.866666666666667,546.0,830.0
417,13.9,560.0,834.0
418,13.933333333333334,584.0,840.0
419,13.966666666666667,611.0,844.0
420,14.0,638.0,844.0
421,14.033333333333333,664.0,845.0
422,14.066666666666666,684.0,843.0
423,14.1,699.0,842.0
424,14.133333333333333,708.0,837.0
425,14.166666666666666,715.0,839.0
426,14.2,718.0,839.0
427,14.233333333333333,724.0,836.0
428,14.266666666666667,739.0,831.0
429,14.3,759.0,825.0
430,14.333333333333334,767.0,822.0
431,14.366666666666667,755.0,826.0
432,14.4,728.0,835.0
433,14.433333333333334,691.0,841.0
434,14.466666666666667,649.0,844.0
435,14.5,607.0,843.0
436,14.533333333333333,565.0,834.0
437,14.566666666666666,,
438,14.6,490.0,806.0
439,14.633333333333333,461.0,790.0
440,14.666666666666666,448.0,780.0
441,14.7,451.0,781.0
442,14.733333333333333,466.0,793.0
443,14.766666666666667,495.0,807.0
444,14.8,537.0,826.0
445,14.833333333333334,592.0,841.0
446,14.866666666666667,655.0,844.0
447,14.9,,
448,14.933333333333334,769.0,821.0
449,14.966666666666667,806.0,804.0
450,15.0,829.0,791.0
451,15.033333333333333,838.0,784.0
452,15.066666666666666,835.0,787.0
453,15.1,818.0,797.0
454,15.133333333333333,,
455,15.166666666666666,755.0,825.0
456,15.2,,
457,15.233333333333333,684.0,842.0
458,15.266666666666667,647.0,845.0
459,15.3,615.0,843.0
460,15.333333333333334,588.0,838.0
461,15.366666666666667,575.0,837.0
462,15.4,574.0,837.0
463,15.433333333333334,581.0,839.0
464,15.466666666666667,586.0,838.0
465,15.5,582.0,838.0
466,15.533333333333333,578.0,837.0
467,15.566666666666666,575.0,838.0
468,15.6,576.0,837.0
469,15.633333333333333,581.0,839.0
470,15.666666666666666,590.0,839.0
471,15.7,598.0,841.0
472,15.733333333333333,602.0,842.0
473,15.766666666666667,600.0,842.0
474,15.8,595.0,841.0
475,15.833333333333334,599.0,842.0
476,15.866666666666667,615.0,843.0
477,15.9,639.0,844.0
478,15.933333333333334,669.0,844.0
479,15.966666666666667,699.0,840.0
480,16.0,730.0,835.0
481,16.033333333333335,757.0,826.0
482,16.066666666666666,782.0,816.0
483,16.1,800.0,807.0
484,16.133333333333333,809.0,802.0
485,16.166666666666668,804.0,805.0
486,16.2,788.0,813.0
487,16.233333333333334,760.0,825.0
488,16.266666666666666,723.0,837.0
489,16.3,674.0,843.0
490,16.333333333333332,624.0,845.0
491,16.366666666666667,577.0,838.0
492,16.4,539.0,827.0
493,16.433333333333334,512.0,818.0
494,16.466666666666665,498.0,811.0
495,16.5,494.0,809.0
496,16.533333333333335,502.0,812.0
497,16.566666666666666,516.0,819.0
498,16.6,538.0,827.0
499,16.633333333333333,564.0,835.0
500,16.666666666666668,589.0,840.0
501,16.7,615.0,843.0
502,16.733333333333334,640.0,846.0
503,16.766666666666666,659.0,846.0
504,16.8,672.0,843.0
505,16.833333333333332,680.0,843.0
506,16.866666666666667,686.0,842.0
507,16.9,695.0,841.0
508,16.933333333333334,706.0,840.0
509,16.966666666666665,719.0,836.0
510,17.0,729.0,834.0
511,17.033333333333335,738.0,833.0
512,17.066666666666666,744.0,831.0
513,17.1,748.0,829.0
514,17.133333333333333,749.0,829.0
515,17.166666666666668,747.0,831.0
516,17.2,736.0,831.0
517,17.233333333333334,719.0,836.0
518,17.266666666666666,691.0,842.0
519,17.3,658.0,844.0
520,17.333333333333332,623.0,844.0
521,17.366666666666667,587.0,839.0
522,17.4,553.0,831.0
523,17.433333333333334,526.0,823.0
524,17.466666666666665,510.0,815.0
525,17.5,503.0,813.0
526,17.533333333333335,505.0,814.0
527,17.566666666666666,517.0,819.0
528,17.6,537.0,827.0
529,17.633333333333333,563.0,836.0
530,17.666666666666668,594.0,841.0
531,17.7,624.0,844.0
532,17.733333333333334,653.0,845.0
533,17.766666666666666,679.0,844.0
534,17.8,700.0,841.0
535,17.833333333333332,714.0,837.0
536,17.866666666666667,725.0,835.0
537,17.9,731.0,833.0
538,17.933333333333334,736.0,833.0
539,17.966666666666665,738.0,832.0
540,18.0,739.0,832.0
541,18.033333333333335,738.0,833.0
542,18.066666666666666,733.0,833.0
543,18.1,727.0,835.0
544,18.133333333333333,720.0,836.0
545,18.166666666666668,708.0,838.0
546,18.2,694.0,841.0
547,18.233333333333334,675.0,844.0
548,18.266666666666666,651.0,844.0
549,18.3,626.0,844.0
550,18.333333333333332,599.0,842.0
551,18.366666666666667,574.0,838.0
552,18.4,552.0,832.0
553,18.433333333333334,537.0,826.0
554,18.466666666666665,527.0,824.0
555,18.5,525.0,823.0
556,18.533333333333335,532.0,825.0
557,18.566666666666666,547.0,829.0
558,18.6,565.0,835.0
559,18.633333333333333,590.0,840.0
560,18.666666666666668,615.0,843.0
561,18.7,643.0,844.0
562,18.733333333333334,668.0,844.0
563,18.766666666666666,691.0,842.0
564,18.8,710.0,838.0
565,18.833333333333332,727.0,836.0
566,18.866666666666667,735.0,833.0
567,18.9,742.0,830.0
568,18.933333333333334,744.0,831.0
569,18.966666666666665,743.0,830.0
570,19.0,738.0,833.0
571,19.033333333333335,731.0,834.0
572,19.066666666666666,720.0,835.0
573,19.1,707.0,838.0
574,19.133333333333333,692.0,841.0
575,19.166666666666668,679.0,844.0
576,19.2,661.0,844.0
577,19.233333333333334,641.0,845.0
578,19.266666666666666,619.0,843.0
579,19.3,599.0,841.0
580,19.333333333333332,583.0,837.0
581,19.366666666666667,566.0,834.0
582,19.4,557.0,830.0
583,19.433333333333334,551.0,830.0
584,19.466666666666665,553.0,831.0
585,19.5,559.0,832.0
586,19.533333333333335,571.0,834.0
587,19.566666666666666,587.0,839.0
588,19.6,603.0,841.0
589,19.633333333333333,623.0,844.0
590,19.666666666666668,643.0,845.0
591,19.7,665.0,843.0
592,19.733333333333334,685.0,841.0
