frame,time_s,x,y
760,25.33027744270205,1474.0,1777.0
761,25.363606755126657,1411.0,1788.0
762,25.396936067551266,1342.0,1794.0
763,25.430265379975875,1274.0,1792.0
764,25.46359469240048,1209.0,1786.0
765,25.49692400482509,1149.0,1776.0
766,25.5302533172497,2427.0,2156.0
767,25.563582629674304,1063.0,1753.0
768,25.596911942098913,1038.0,1743.0
769,25.630241254523522,1026.0,1740.0
770,25.66357056694813,1025.0,1738.0
771,25.696899879372737,1039.0,1744.0
772,25.730229191797346,1061.0,1752.0
773,25.763558504221955,1094.0,1761.0
774,25.79688781664656,1137.0,1774.0
775,25.83021712907117,1188.0,1783.0
776,25.863546441495778,1244.0,1789.0
777,25.896875753920384,1304.0,1791.0
778,25.930205066344993,1365.0,1792.0
779,25.9635343787696,1425.0,1788.0
780,25.99686369119421,,
781,26.030193003618816,1523.0,1768.0
782,26.063522316043425,1554.0,1757.0
783,26.096851628468034,,
784,26.13018094089264,1582.0,1747.0
785,26.16351025331725,1575.0,1750.0
786,26.196839565741858,1558.0,1757.0
787,26.230168878166467,1526.0,1765.0
788,26.263498190591072,1484.0,1775.0
789,26.29682750301568,1439.0,1789.0
790,26.33015681544029,1380.0,1791.0
791,26.363486127864896,1322.0,1794.0
792,26.396815440289505,1262.0,1792.0
793,26.430144752714114,1207.0,1786.0
794,26.46347406513872,1160.0,1776.0
795,26.496803377563328,1118.0,1769.0
796,26.530132689987937,1088.0,1762.0
797,26.563462002412546,1071.0,1756.0
798,26.59679131483715,1065.0,1755.0
799,26.63012062726176,1070.0,1754.0
800,26.66344993968637,1083.0,1760.0
801,26.696779252110975,1106.0,1766.0
802,26.730108564535584,1137.0,1774.0
803,26.763437876960193,1177.0,1781.0
804,26.7967671893848,1224.0,1788.0
805,26.830096501809408,1271.0,1792.0
806,26.863425814234017,1322.0,1793.0
807,26.896755126658626,1376.0,1793.0
808,26.93008443908323,1422.0,1787.0
809,26.96341375150784,1464.0,1781.0
810,26.99674306393245,,
811,27.030072376357055,1522.0,1767.0
812,27.063401688781664,1536.0,1763.0
813,27.096731001206273,1538.0,1760.0
814,27.130060313630878,1528.0,1764.0
815,27.163389626055487,1508.0,1770.0
816,27.196718938480096,,
817,27.230048250904705,1442.0,1784.0
818,27.26337756332931,1399.0,1790.0
819,27.29670687575392,1354.0,1794.0
820,27.33003618817853,1304.0,1795.0
821,27.363365500603134,1255.0,1793.0
822,27.396694813027743,1213.0,1789.0
823,27.430024125452352,1172.0,1779.0
824,27.46335343787696,1142.0,1774.0
825,27.496682750301567,1120.0,1769.0
826,27.530012062726176,1107.0,1765.0
827,27.563341375150785,1105.0,1766.0
828,27.59667068757539,1112.0,1766.0
