frame,time_s,x,y
175,5.832629674306393,514.0,954.0
176,5.865958986731001,543.0,975.0
177,5.899288299155609,,
178,5.932617611580217,623.0,1137.0
179,5.965946924004825,683.0,1292.0
180,5.9992762364294325,791.0,1494.0
181,6.032605548854041,1008.0,1705.0
182,6.065934861278649,,
183,6.099264173703257,1646.0,1686.0
184,6.132593486127865,1839.0,1497.0
185,6.165922798552472,1948.0,1322.0
186,6.19925211097708,,
187,6.2325814234016885,,
188,6.265910735826297,2103.0,1056.0
189,6.299240048250905,,
190,6.332569360675513,2142.0,1055.0
191,6.36589867310012,2139.0,1097.0
192,6.399227985524728,2123.0,1172.0
193,6.432557297949336,2087.0,1262.0
194,6.4658866103739445,,
195,6.499215922798553,1905.0,1534.0
196,6.53254523522316,1729.0,1678.0
197,6.565874547647768,,
198,6.599203860072376,1216.0,1787.0
199,6.632533172496984,966.0,1710.0
200,6.665862484921592,777.0,1580.0
201,6.6991917973462,646.0,1445.0
202,6.732521109770808,565.0,1315.0
203,6.765850422195416,518.0,1208.0
204,6.799179734620024,,
205,6.832509047044632,488.0,1069.0
206,6.86583835946924,496.0,1044.0
207,6.8991676718938475,2405.0,2157.0
208,6.932496984318456,548.0,1091.0
209,6.965826296743064,592.0,1172.0
210,6.999155609167672,653.0,1297.0
211,7.03248492159228,752.0,1468.0
212,7.065814234016887,928.0,1655.0
213,7.099143546441495,1209.0,1784.0
214,7.1324728588661035,1524.0,1756.0
215,7.165802171290712,,
216,7.19913148371532,,
217,7.232460796139927,1991.0,1305.0
218,7.265790108564535,2050.0,1207.0
219,7.299119420989143,,
220,7.332448733413751,2119.0,1119.0
221,7.3657780458383595,,
222,7.399107358262968,,
223,7.432436670687575,2114.0,1193.0
224,7.465765983112183,,
225,7.499095295536791,2020.0,1386.0
226,7.532424607961399,1920.0,1514.0
227,7.565753920386007,,
228,7.599083232810615,1545.0,1758.0
229,7.632412545235223,1284.0,1794.0
230,7.665741857659831,,
231,7.699071170084439,833.0,1624.0
232,7.732400482509047,691.0,1492.0
233,7.765729794933654,600.0,1368.0
234,7.7990591073582625,543.0,1265.0
235,7.832388419782871,511.0,1183.0
236,7.865717732207479,501.0,1130.0
237,7.899047044632087,505.0,1102.0
238,7.932376357056695,519.0,1111.0
239,7.965705669481302,546.0,1149.0
240,7.99903498190591,,
241,8.032364294330518,652.0,1341.0
242,8.065693606755126,756.0,1497.0
243,8.099022919179735,926.0,1665.0
244,8.132352231604342,1184.0,1780.0
245,8.165681544028951,,
246,8.199010856453558,1714.0,1657.0
247,8.232340168878165,1872.0,1507.0
248,8.265669481302774,1974.0,1376.0
249,8.298998793727382,,
250,8.33232810615199,2080.0,1220.0
251,8.365657418576598,2107.0,1181.0
252,8.398986731001205,,
253,8.432316043425814,2115.0,1193.0
254,8.465645355850421,2098.0,1237.0
255,8.49897466827503,,
256,8.532303980699638,1999.0,1411.0
257,8.565633293124247,,
258,8.598962605548854,1747.0,1662.0
259,8.632291917973461,1536.0,1762.0
260,8.66562123039807,,
261,8.698950542822677,1039.0,1743.0
262,8.732279855247286,843.0,1632.0
263,8.765609167671894,706.0,1506.0
264,8.798938480096501,616.0,1389.0
265,8.83226779252111,560.0,1294.0
266,8.865597104945717,528.0,1220.0
267,8.898926417370326,517.0,1174.0
268,8.932255729794933,517.0,1157.0
269,8.96558504221954,531.0,1171.0
270,8.99891435464415,559.0,1218.0
271,9.032243667068757,606.0,1297.0
272,9.065572979493366,679.0,1414.0
273,9.098902291917973,795.0,1558.0
274,9.13223160434258,984.0,1705.0
275,9.16556091676719,1226.0,1786.0
276,9.198890229191797,1502.0,1767.0
277,9.232219541616406,1719.0,1660.0
278,9.265548854041013,,
279,9.29887816646562,,
280,9.33220747889023,2031.0,1327.0
281,9.365536791314836,2072.0,1266.0
282,9.398866103739445,2347.0,2158.0
283,9.432195416164053,2103.0,1225.0
284,9.46552472858866,2094.0,1244.0
285,9.498854041013269,2074.0,1286.0
286,9.532183353437876,2034.0,1362.0
287,9.565512665862485,1958.0,1461.0
288,9.598841978287092,,
289,9.632171290711701,1683.0,1698.0
290,9.665500603136309,,
291,9.698829915560916,1220.0,1788.0
292,9.732159227985525,996.0,1723.0
293,9.765488540410132,821.0,1612.0
294,9.798817852834741,698.0,1493.0
295,9.832147165259348,618.0,1389.0
296,9.865476477683956,569.0,1306.0
297,9.898805790108565,2406.0,2156.0
298,9.932135102533172,532.0,1213.0
299,9.965464414957781,535.0,1211.0
300,9.998793727382388,,
301,10.032123039806995,588.0,1295.0
302,10.065452352231604,645.0,1386.0
303,10.098781664656212,736.0,1506.0
304,10.13211097708082,878.0,1643.0
305,10.165440289505428,1078.0,1752.0
306,10.198769601930035,1332.0,1794.0
307,10.232098914354644,1566.0,1744.0
308,10.265428226779251,,
309,10.29875753920386,1888.0,1527.0
310,10.332086851628468,1974.0,1426.0
311,10.365416164053075,2031.0,1352.0
312,10.398745476477684,,
313,10.432074788902291,2080.0,1273.0
314,10.4654041013269,2080.0,1272.0
315,10.498733413751507,,
316,10.532062726176115,2035.0,1349.0
317,10.565392038600724,1979.0,1436.0
318,10.59872135102533,,
319,10.63205066344994,1763.0,1647.0
320,10.665379975874547,,
321,10.698709288299156,1351.0,1793.0
322,10.732038600723763,1120.0,1769.0
323,10.76536791314837,923.0,1682.0
324,10.79869722557298,777.0,1572.0
325,10.832026537997587,678.0,1465.0
326,10.865355850422196,613.0,1379.0
327,10.898685162846803,573.0,1313.0
328,10.93201447527141,552.0,1272.0
329,10.96534378769602,550.0,1258.0
330,10.998673100120627,560.0,1273.0
331,11.032002412545236,588.0,1316.0
332,11.065331724969843,637.0,1391.0
333,11.09866103739445,713.0,1492.0
334,11.131990349819059,833.0,1612.0
335,11.165319662243666,1004.0,1722.0
336,11.198648974668275,1224.0,1788.0
337,11.231978287092883,1458.0,1778.0
338,11.26530759951749,,
339,11.298636911942099,,
340,11.331966224366706,1917.0,1506.0
341,11.365295536791315,1990.0,1421.0
342,11.398624849215922,2346.0,2157.0
343,11.43195416164053,2055.0,1323.0
344,11.465283474065139,2061.0,1310.0
345,11.498612786489746,,
346,11.531942098914355,2029.0,1362.0
347,11.565271411338962,1982.0,1428.0
348,11.598600723763571,,
349,11.631930036188178,1793.0,1624.0
350,11.665259348612786,,
351,11.698588661037395,1427.0,1787.0
352,11.731917973462002,1202.0,1785.0
353,11.76524728588661,999.0,1721.0
354,11.798576598311218,842.0,1625.0
355,11.831905910735825,728.0,1523.0
356,11.865235223160434,653.0,1434.0
357,11.898564535585042,,
358,11.93189384800965,579.0,1325.0
359,11.965223160434258,569.0,1305.0
360,11.998552472858865,576.0,1312.0
361,12.031881785283474,599.0,1349.0
362,12.065211097708081,644.0,1413.0
363,12.09854041013269,714.0,1502.0
364,12.131869722557298,823.0,1608.0
365,12.165199034981905,976.0,1710.0
366,12.198528347406514,1175.0,1778.0
367,12.231857659831121,1393.0,1791.0
368,12.26518697225573,,
369,12.298516284680337,1753.0,1654.0
370,12.331845597104945,1870.0,1562.0
371,12.365174909529554,1953.0,1477.0
372,12.39850422195416,,
373,12.43183353437877,2030.0,1371.0
374,12.465162846803377,2036.0,1353.0
375,12.498492159227984,,
376,12.531821471652593,2011.0,1390.0
377,12.5651507840772,1967.0,1448.0
378,12.59848009650181,1898.0,1532.0
379,12.631809408926417,1792.0,1626.0
380,12.665138721351026,,
381,12.698468033775633,1453.0,1781.0
382,12.73179734620024,1239.0,1793.0
383,12.76512665862485,1045.0,1743.0
384,12.798455971049457,885.0,1658.0
385,12.831785283474066,767.0,1562.0
386,12.865114595898673,685.0,1478.0
387,12.89844390832328,633.0,1414.0
388,12.931773220747889,604.0,1369.0
389,12.965102533172496,591.0,1349.0
390,12.998431845597105,597.0,1353.0
391,13.031761158021713,619.0,1386.0
392,13.06509047044632,663.0,1445.0
393,13.098419782870929,731.0,1526.0
394,13.131749095295536,835.0,1619.0
395,13.165078407720145,981.0,1713.0
396,13.198407720144752,1165.0,1778.0
397,13.23173703256936,1365.0,1792.0
398,13.265066344993969,,
399,13.298395657418576,1719.0,1679.0
400,13.331724969843185,1837.0,1594.0
401,13.365054282267792,1914.0,1516.0
402,13.3983835946924,1975.0,1454.0
403,13.431712907117008,2004.0,1413.0
404,13.465042219541616,,
405,13.498371531966225,,
406,13.531700844390832,1987.0,1432.0
407,13.565030156815439,1940.0,1484.0
408,13.598359469240048,1871.0,1562.0
409,13.631688781664655,1767.0,1647.0
410,13.665018094089264,,
411,13.698347406513872,1444.0,1783.0
412,13.73167671893848,1246.0,1791.0
413,13.765006031363088,1060.0,1749.0
414,13.798335343787695,906.0,1674.0
415,13.831664656212304,791.0,1589.0
416,13.864993968636911,708.0,1509.0
417,13.89832328106152,656.0,1446.0
418,13.931652593486128,627.0,1406.0
419,13.964981905910735,615.0,1388.0
420,13.998311218335344,622.0,1399.0
421,14.031640530759951,647.0,1432.0
422,14.06496984318456,693.0,1491.0
423,14.098299155609167,766.0,1565.0
424,14.131628468033774,870.0,1648.0
425,14.164957780458383,1014.0,1729.0
426,14.19828709288299,1188.0,1783.0
427,14.2316164053076,1379.0,1791.0
428,14.264945717732207,,
429,14.298275030156814,1707.0,1688.0
430,14.331604342581423,1821.0,1612.0
431,14.36493365500603,,
432,14.39826296743064,1951.0,1480.0
433,14.431592279855247,1982.0,1444.0
434,14.464921592279854,1993.0,1435.0
435,14.498250904704463,,
436,14.53158021712907,1957.0,1472.0
437,14.56490952955368,1906.0,1532.0
438,14.598238841978286,1831.0,1595.0
439,14.631568154402895,1723.0,1676.0
440,14.664897466827503,,
441,14.69822677925211,1407.0,1787.0
442,14.731556091676719,1222.0,1788.0
443,14.764885404101326,1048.0,1745.0
444,14.798214716525935,908.0,1675.0
445,14.831544028950542,798.0,1598.0
446,14.86487334137515,723.0,1526.0
447,14.898202653799759,675.0,1472.0
448,14.931531966224366,649.0,1439.0
449,14.964861278648975,640.0,1427.0
450,14.998190591073582,651.0,1445.0
451,15.03151990349819,682.0,1480.0
452,15.064849215922798,732.0,1534.0
453,15.098178528347406,811.0,1604.0
454,15.131507840772015,922.0,1683.0
455,15.164837153196622,1064.0,1750.0
456,15.19816646562123,1234.0,1789.0
457,15.231495778045838,1412.0,1789.0
458,15.264825090470445,,
459,15.298154402895054,1714.0,1685.0
460,15.331483715319662,1816.0,1615.0
461,15.364813027744269,,
462,15.398142340168878,,
463,15.431471652593485,1961.0,1470.0
464,15.464800965018094,1966.0,1465.0
465,15.498130277442701,1952.0,1479.0
466,15.531459589867309,1919.0,1516.0
467,15.564788902291918,,
468,15.598118214716525,1778.0,1639.0
469,15.631447527141134,1664.0,1709.0
470,15.664776839565741,,
471,15.69810615199035,1347.0,1792.0
472,15.731435464414957,1176.0,1781.0
473,15.764764776839565,1017.0,1734.0
474,15.798094089264174,891.0,1667.0
475,15.831423401688781,796.0,1596.0
476,15.86475271411339,732.0,1536.0
477,15.898082026537997,691.0,1491.0
478,15.931411338962604,671.0,1468.0
479,15.964740651387213,670.0,1468.0
480,15.99806996381182,686.0,1490.0
481,16.031399276236428,724.0,1528.0
482,16.064728588661037,783.0,1583.0
483,16.098057901085646,870.0,1650.0
484,16.13138721351025,986.0,1716.0
485,16.16471652593486,1134.0,1769.0
486,16.19804583835947,1297.0,1794.0
487,16.23137515078408,1462.0,1779.0
488,16.264704463208684,,
489,16.298033775633293,1733.0,1676.0
490,16.331363088057902,1821.0,1612.0
491,16.364692400482507,1882.0,1550.0
492,16.398021712907116,1922.0,1516.0
493,16.431351025331725,1937.0,1497.0
494,16.46468033775633,1936.0,1498.0
495,16.49800965018094,1913.0,1522.0
496,16.53133896260555,1871.0,1565.0
497,16.564668275030158,,
498,16.597997587454763,1711.0,1683.0
499,16.631326899879372,1589.0,1743.0
500,16.66465621230398,,
501,16.697985524728587,1275.0,1793.0
502,16.731314837153196,1117.0,1771.0
503,16.764644149577805,979.0,1717.0
504,16.79797346200241,872.0,1654.0
505,16.83130277442702,792.0,1593.0
506,16.86463208685163,739.0,1545.0
507,16.897961399276237,708.0,1514.0
508,16.931290711700843,697.0,1501.0
509,16.964620024125452,704.0,1510.0
510,16.99794933655006,730.0,1536.0
511,17.031278648974666,776.0,1580.0
512,17.064607961399275,848.0,1635.0
513,17.097937273823884,944.0,1695.0
514,17.131266586248493,1070.0,1751.0
515,17.1645958986731,1217.0,1790.0
516,17.197925211097708,1372.0,1791.0
517,17.231254523522317,1524.0,1768.0
518,17.264583835946922,,
519,17.29791314837153,1753.0,1661.0
520,17.33124246079614,1828.0,1605.0
521,17.364571773220746,,
522,17.397901085645355,,
523,17.431230398069964,1909.0,1529.0
524,17.464559710494573,,
525,17.49788902291918,,
526,17.531218335343787,1811.0,1616.0
527,17.564547647768396,,
528,17.597876960193002,1627.0,1727.0
529,17.63120627261761,1495.0,1773.0
530,17.66453558504222,,
531,17.697864897466825,1195.0,1784.0
532,17.731194209891434,1056.0,1747.0
533,17.764523522316043,941.0,1696.0
534,17.797852834740652,852.0,1640.0
535,17.831182147165258,790.0,1592.0
536,17.864511459589867,750.0,1556.0
537,17.897840772014476,730.0,1538.0
538,17.93117008443908,730.0,1540.0
539,17.96449939686369,748.0,1555.0
540,17.9978287092883,787.0,1589.0
541,18.031158021712905,845.0,1635.0
542,18.064487334137514,927.0,1685.0
543,18.097816646562123,1035.0,1739.0
544,18.131145958986732,1165.0,1775.0
545,18.164475271411337,1308.0,1796.0
546,18.197804583835946,1453.0,1782.0
547,18.231133896260555,1584.0,1748.0
548,18.26446320868516,,
549,18.29779252110977,1775.0,1651.0
550,18.33112183353438,1831.0,1604.0
551,18.364451145958988,1869.0,1580.0
552,18.397780458383593,1876.0,1557.0
553,18.431109770808202,1873.0,1563.0
554,18.46443908323281,1842.0,1584.0
555,18.497768395657417,1803.0,1623.0
556,18.531097708082026,1736.0,1670.0
557,18.564427020506635,,
558,18.59775633293124,1526.0,1763.0
559,18.63108564535585,1393.0,1791.0
560,18.66441495778046,1248.0,1795.0
561,18.697744270205067,1114.0,1767.0
562,18.731073582629673,1001.0,1724.0
563,18.764402895054282,907.0,1677.0
564,18.79773220747889,837.0,1630.0
565,18.831061519903496,791.0,1596.0
566,18.864390832328105,768.0,1575.0
567,18.897720144752714,761.0,1570.0
568,18.93104945717732,773.0,1581.0
569,18.96437876960193,804.0,1607.0
570,18.997708082026538,856.0,1644.0
571,19.031037394451147,929.0,1689.0
572,19.064366706875752,1021.0,1733.0
573,19.09769601930036,1138.0,1771.0
574,19.13102533172497,1264.0,1792.0
575,19.164354644149576,1400.0,1795.0
576,19.197683956574185,1528.0,1767.0
577,19.231013268998794,1638.0,1726.0
578,19.264342581423403,,
579,19.29767189384801,1784.0,1640.0
580,19.331001206272617,1827.0,1607.0
581,19.364330518697226,1844.0,1596.0
582,19.397659831121832,1845.0,1592.0
583,19.43098914354644,1825.0,1606.0
584,19.46431845597105,,
585,19.497647768395655,1727.0,1679.0
586,19.530977080820264,1642.0,1720.0
587,19.564306393244873,,
588,19.597635705669482,1414.0,1785.0
589,19.630965018094088,1284.0,1792.0
590,19.664294330518697,1157.0,1776.0
591,19.697623642943306,1043.0,1744.0
592,19.73095295536791,950.0,1701.0
593,19.76428226779252,879.0,1663.0
594,19.79761158021713,831.0,1627.0
595,19.830940892641735,808.0,1609.0
596,19.864270205066344,795.0,1601.0
597,19.897599517490953,803.0,1607.0
598,19.930928829915562,831.0,1629.0
599,19.964258142340167,874.0,1657.0
600,19.997587454764776,940.0,1695.0
601,20.030916767189385,1033.0,1737.0
602,20.06424607961399,1128.0,1769.0
603,20.0975753920386,1244.0,1789.0
604,20.13090470446321,1368.0,1791.0
605,20.164234016887818,,
606,20.197563329312423,1594.0,1744.0
607,20.230892641737032,1680.0,1706.0
608,20.26422195416164,,
609,20.297551266586247,1786.0,1635.0
610,20.330880579010856,1811.0,1617.0
611,20.364209891435465,1811.0,1613.0
612,20.39753920386007,1797.0,1628.0
613,20.43086851628468,1763.0,1652.0
614,20.46419782870929,,
615,20.497527141133897,1629.0,1727.0
616,20.530856453558503,1534.0,1761.0
617,20.56418576598311,1428.0,1786.0
618,20.59751507840772,1302.0,1794.0
619,20.630844390832326,1183.0,1781.0
620,20.664173703256935,1077.0,1757.0
621,20.697503015681544,989.0,1722.0
622,20.73083232810615,919.0,1686.0
623,20.76416164053076,873.0,1656.0
624,20.797490952955368,843.0,1638.0
625,20.830820265379977,831.0,1632.0
626,20.864149577804582,838.0,1635.0
627,20.89747889022919,861.0,1651.0
628,20.9308082026538,905.0,1675.0
629,20.964137515078406,963.0,1706.0
630,20.997466827503015,1038.0,1740.0
631,21.030796139927624,1129.0,1769.0
632,21.06412545235223,1237.0,1788.0
633,21.09745476477684,1349.0,1793.0
634,21.130784077201447,1459.0,1781.0
635,21.164113389626056,1563.0,1760.0
636,21.19744270205066,1645.0,1722.0
637,21.23077201447527,1709.0,1689.0
638,21.26410132689988,,
639,21.297430639324485,,
640,21.330759951749094,1780.0,1642.0
641,21.364089264173703,,
642,21.397418576598312,,
643,21.430747889022918,1680.0,1702.0
644,21.464077201447527,1609.0,1736.0
645,21.497406513872136,1520.0,1767.0
646,21.53073582629674,1415.0,1790.0
647,21.56406513872135,1308.0,1793.0
648,21.59739445114596,1200.0,1785.0
649,21.630723763570565,1102.0,1765.0
650,21.664053075995174,1018.0,1733.0
651,21.697382388419783,951.0,1704.0
652,21.73071170084439,908.0,1680.0
653,21.764041013268997,879.0,1663.0
654,21.797370325693606,869.0,1657.0
655,21.830699638118215,884.0,1663.0
656,21.86402895054282,896.0,1674.0
657,21.89735826296743,934.0,1695.0
658,21.93068757539204,987.0,1720.0
659,21.964016887816644,1060.0,1749.0
660,21.997346200241253,1143.0,1773.0
661,22.030675512665862,1240.0,1788.0
662,22.06400482509047,1343.0,1792.0
663,22.097334137515077,1442.0,1785.0
664,22.130663449939686,1536.0,1764.0
665,22.163992762364295,1610.0,1737.0
666,22.1973220747889,1676.0,1706.0
667,22.23065138721351,1717.0,1683.0
668,22.263980699638118,1740.0,1670.0
669,22.297310012062727,1743.0,1666.0
670,22.330639324487333,1729.0,1675.0
671,22.36396863691194,1699.0,1693.0
672,22.39729794933655,1646.0,1719.0
673,22.430627261761156,1581.0,1746.0
674,22.463956574185765,1499.0,1773.0
675,22.497285886610374,1404.0,1790.0
676,22.53061519903498,1306.0,1794.0
677,22.56394451145959,1207.0,1785.0
678,22.597273823884198,1117.0,1768.0
679,22.630603136308807,1043.0,1743.0
680,22.663932448733412,981.0,1718.0
681,22.69726176115802,941.0,1699.0
682,22.73059107358263,920.0,1687.0
683,22.763920386007236,907.0,1682.0
684,22.797249698431845,914.0,1685.0
685,22.830579010856454,935.0,1696.0
686,22.86390832328106,966.0,1714.0
687,22.897237635705668,1022.0,1735.0
688,22.930566948130277,1084.0,1759.0
689,22.963896260554886,1162.0,1776.0
690,22.99722557297949,1249.0,1789.0
691,23.0305548854041,1341.0,1793.0
692,23.06388419782871,1432.0,1785.0
693,23.097213510253315,1518.0,1770.0
694,23.130542822677924,1586.0,1746.0
695,23.163872135102533,1643.0,1724.0
696,23.197201447527142,1685.0,1705.0
697,23.230530759951748,1702.0,1691.0
698,23.263860072376357,1703.0,1688.0
699,23.297189384800966,1691.0,1694.0
700,23.33051869722557,1657.0,1713.0
701,23.36384800965018,1613.0,1734.0
702,23.39717732207479,1549.0,1757.0
703,23.430506634499395,1472.0,1778.0
704,23.463835946924004,1386.0,1792.0
705,23.497165259348613,1298.0,1793.0
706,23.53049457177322,1209.0,1788.0
707,23.563823884197827,1130.0,1771.0
708,23.597153196622436,1063.0,1751.0
709,23.630482509047045,1009.0,1732.0
710,23.66381182147165,973.0,1715.0
711,23.69714113389626,952.0,1706.0
712,23.73047044632087,946.0,1704.0
713,23.763799758745474,952.0,1707.0
714,23.797129071170083,977.0,1718.0
715,23.830458383594692,1011.0,1732.0
716,23.8637876960193,1058.0,1747.0
717,23.897117008443907,1118.0,1767.0
718,23.930446320868516,1188.0,1783.0
719,23.963775633293125,1266.0,1792.0
720,23.99710494571773,1350.0,1794.0
721,24.03043425814234,1429.0,1786.0
722,24.063763570566948,1501.0,1774.0
723,24.097092882991554,1564.0,1754.0
724,24.130422195416163,1613.0,1737.0
725,24.16375150784077,1645.0,1722.0
726,24.19708082026538,1667.0,1715.0
727,24.230410132689986,1663.0,1711.0
728,24.263739445114595,1646.0,1719.0
729,24.297068757539204,1615.0,1735.0
730,24.33039806996381,1571.0,1750.0
731,24.36372738238842,1513.0,1768.0
732,24.397056694813028,1443.0,1784.0
733,24.430386007237637,1366.0,1793.0
734,24.463715319662242,1286.0,1793.0
735,24.49704463208685,1208.0,1787.0
736,24.53037394451146,1139.0,1774.0
737,24.563703256936066,1082.0,1758.0
738,24.597032569360675,1037.0,1743.0
739,24.630361881785284,1007.0,1731.0
740,24.66369119420989,988.0,1723.0
741,24.697020506634498,987.0,1721.0
742,24.730349819059107,995.0,1728.0
743,24.763679131483716,1019.0,1736.0
744,24.79700844390832,1052.0,1748.0
745,24.83033775633293,1097.0,1761.0
746,24.86366706875754,1150.0,1775.0
747,24.896996381182145,1215.0,1786.0
748,24.930325693606754,2430.0,2156.0
749,24.963655006031363,1357.0,1792.0
750,24.99698431845597,,
751,25.030313630880578,1490.0,1776.0
752,25.063642943305187,1541.0,1766.0
753,25.096972255729796,,
754,25.1303015681544,1613.0,1736.0
755,25.16363088057901,1624.0,1728.0
756,25.19696019300362,1624.0,1734.0
757,25.230289505428225,1603.0,1739.0
758,25.263618817852834,1572.0,1749.0
759,25.296948130277443,1528.0,1765.0
